# Clubs roster — 7 shipped rows preserved verbatim below; 792 generated rows appended
# by Tools/club-gen/generate_clubs.py (C2, 2026-08-19). Column info_ja appended (JA
# description; display wiring is a Claude Code task). Art refs use club_art_batches naming.
id,name,type,rarity,brand,basePower,baseAccuracy,baseLieResistance,baseLoft,maxDurability,baseDistance,ballSpeedMps,launchAngleDeg,spinRateRpm,expectedCarryYd,portraitSprite,portraitFull,controlSprite,startLevel,maxLevel,info,info_ja
club_wood_bogeyb_rare,Wood BogeyB,Wood,Rare,BogeyB,61,35,11,14,88,215,69.1,9.2,3582,236,S_Menu_Wood_BOGEYB,Wood-Bogeyb,S_Controls_Wood_BOGEYB,80,119,BogeyB's refined fairway wood won't make you a pro — but it will never quit on you.,BogeyBの洗練されたウッド。プロにはしてくれないが、決して裏切らない。
club_wood_bogeyb_mythic,Wood BogeyB,Wood,Mythic,BogeyB,71,41,13,16,99,223,71.0,9.2,3655,245,S_Menu_Wood_BOGEYB,Wood-Bogeyb,S_Controls_Wood_BOGEYB,120,159,BogeyB's elite fairway wood won't make you a pro — but it will never quit on you.,BogeyBのエリート級のウッド。プロにはしてくれないが、決して裏切らない。
club_wood_bogeyb_legendary,Wood BogeyB,Wood,Legendary,BogeyB,82,47,15,18,110,232,73.1,9.2,3728,255,S_Menu_Wood_BOGEYB,Wood-Bogeyb,S_Controls_Wood_BOGEYB,160,199,BogeyB's masterwork fairway wood won't make you a pro — but it will never quit on you.,BogeyBの傑作級のウッド。プロにはしてくれないが、決して裏切らない。
club_wood_bogeyb_supreme,Wood BogeyB,Wood,Supreme,BogeyB,93,53,17,21,120,241,75.2,9.2,3801,265,S_Menu_Wood_BOGEYB,Wood-Bogeyb,S_Controls_Wood_BOGEYB,200,239,BogeyB's flagship fairway wood won't make you a pro — but it will never quit on you.,BogeyBの最高峰のウッド。プロにはしてくれないが、決して裏切らない。
club_iron_bogeyb_common,Iron 6 BogeyB,Iron,Common,BogeyB,34,29,12,15,66,136,47.9,16.3,6671,150,S_Menu_Iron_BOGEYB,Iron-Bogeyb,S_Controls_Iron_BOGEYB,10,39,BogeyB's entry-level 6-iron won't make you a pro — but it will never quit on you.,BogeyBの入門用アイアン。プロにはしてくれないが、決して裏切らない。
club_iron_bogeyb_uncommon,Iron 6 BogeyB,Iron,Uncommon,BogeyB,43,37,15,19,77,144,49.6,16.3,6813,158,S_Menu_Iron_BOGEYB,Iron-Bogeyb,S_Controls_Iron_BOGEYB,40,79,BogeyB's step-up 6-iron won't make you a pro — but it will never quit on you.,BogeyBの上位モデルのアイアン。プロにはしてくれないが、決して裏切らない。
club_iron_bogeyb_rare,Iron 6 BogeyB,Iron,Rare,BogeyB,52,44,19,23,88,152,51.5,16.3,6955,167,S_Menu_Iron_BOGEYB,Iron-Bogeyb,S_Controls_Iron_BOGEYB,80,119,BogeyB's refined 6-iron won't make you a pro — but it will never quit on you.,BogeyBの洗練されたアイアン。プロにはしてくれないが、決して裏切らない。
club_iron_bogeyb_mythic,Iron 6 BogeyB,Iron,Mythic,BogeyB,62,52,22,27,99,159,53.1,16.3,7097,175,S_Menu_Iron_BOGEYB,Iron-Bogeyb,S_Controls_Iron_BOGEYB,120,159,BogeyB's elite 6-iron won't make you a pro — but it will never quit on you.,BogeyBのエリート級のアイアン。プロにはしてくれないが、決して裏切らない。
club_iron_bogeyb_legendary,Iron 6 BogeyB,Iron,Legendary,BogeyB,71,60,25,31,110,166,54.6,16.3,7239,182,S_Menu_Iron_BOGEYB,Iron-Bogeyb,S_Controls_Iron_BOGEYB,160,199,BogeyB's masterwork 6-iron won't make you a pro — but it will never quit on you.,BogeyBの傑作級のアイアン。プロにはしてくれないが、決して裏切らない。
club_iron_bogeyb_supreme,Iron 6 BogeyB,Iron,Supreme,BogeyB,80,68,29,35,120,173,56.3,16.3,7381,190,S_Menu_Iron_BOGEYB,Iron-Bogeyb,S_Controls_Iron_BOGEYB,200,239,BogeyB's flagship 6-iron won't make you a pro — but it will never quit on you.,BogeyBの最高峰のアイアン。プロにはしてくれないが、決して裏切らない。
club_pwedge_bogeyb_common,P.Wedge BogeyB,P.Wedge,Common,BogeyB,24,31,26,26,66,111,43.1,22.0,8272,122,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,10,39,BogeyB's entry-level pitching wedge won't make you a pro — but it will never quit on you.,BogeyBの入門用ピッチングウェッジ。プロにはしてくれないが、決して裏切らない。
club_pwedge_bogeyb_uncommon,P.Wedge BogeyB,P.Wedge,Uncommon,BogeyB,30,40,34,34,77,117,44.5,22.0,8448,129,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,40,79,BogeyB's step-up pitching wedge won't make you a pro — but it will never quit on you.,BogeyBの上位モデルのピッチングウェッジ。プロにはしてくれないが、決して裏切らない。
club_pwedge_bogeyb_rare,P.Wedge BogeyB,P.Wedge,Rare,BogeyB,36,48,41,41,88,124,46.0,22.0,8624,136,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,80,119,BogeyB's refined pitching wedge won't make you a pro — but it will never quit on you.,BogeyBの洗練されたピッチングウェッジ。プロにはしてくれないが、決して裏切らない。
club_pwedge_bogeyb_mythic,P.Wedge BogeyB,P.Wedge,Mythic,BogeyB,43,57,48,48,99,129,47.3,22.0,8800,142,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,120,159,BogeyB's elite pitching wedge won't make you a pro — but it will never quit on you.,BogeyBのエリート級のピッチングウェッジ。プロにはしてくれないが、決して裏切らない。
club_pwedge_bogeyb_legendary,P.Wedge BogeyB,P.Wedge,Legendary,BogeyB,49,66,55,55,110,134,48.3,22.0,8976,147,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,160,199,BogeyB's masterwork pitching wedge won't make you a pro — but it will never quit on you.,BogeyBの傑作級のピッチングウェッジ。プロにはしてくれないが、決して裏切らない。
club_pwedge_bogeyb_supreme,P.Wedge BogeyB,P.Wedge,Supreme,BogeyB,56,74,62,62,120,139,49.5,22.0,9152,153,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,200,239,BogeyB's flagship pitching wedge won't make you a pro — but it will never quit on you.,BogeyBの最高峰のピッチングウェッジ。プロにはしてくれないが、決して裏切らない。
club_awedge_bogeyb_common,A.Wedge BogeyB,A.Wedge,Common,BogeyB,17,29,33,32,66,99,40.4,24.0,8742,109,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,10,39,BogeyB's entry-level approach wedge won't make you a pro — but it will never quit on you.,BogeyBの入門用アプローチウェッジ。プロにはしてくれないが、決して裏切らない。
club_awedge_bogeyb_uncommon,A.Wedge BogeyB,A.Wedge,Uncommon,BogeyB,22,37,42,41,77,104,41.4,24.0,8928,114,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,40,79,BogeyB's step-up approach wedge won't make you a pro — but it will never quit on you.,BogeyBの上位モデルのアプローチウェッジ。プロにはしてくれないが、決して裏切らない。
club_awedge_bogeyb_rare,A.Wedge BogeyB,A.Wedge,Rare,BogeyB,27,44,51,49,88,109,42.7,24.0,9114,120,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,80,119,BogeyB's refined approach wedge won't make you a pro — but it will never quit on you.,BogeyBの洗練されたアプローチウェッジ。プロにはしてくれないが、決して裏切らない。
club_awedge_bogeyb_mythic,A.Wedge BogeyB,A.Wedge,Mythic,BogeyB,31,52,60,58,99,115,43.9,24.0,9300,126,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,120,159,BogeyB's elite approach wedge won't make you a pro — but it will never quit on you.,BogeyBのエリート級のアプローチウェッジ。プロにはしてくれないが、決して裏切らない。
club_awedge_bogeyb_legendary,A.Wedge BogeyB,A.Wedge,Legendary,BogeyB,36,60,69,67,110,120,45.2,24.0,9486,132,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,160,199,BogeyB's masterwork approach wedge won't make you a pro — but it will never quit on you.,BogeyBの傑作級のアプローチウェッジ。プロにはしてくれないが、決して裏切らない。
club_awedge_bogeyb_supreme,A.Wedge BogeyB,A.Wedge,Supreme,BogeyB,41,68,78,75,120,126,46.4,24.0,9672,138,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,200,239,BogeyB's flagship approach wedge won't make you a pro — but it will never quit on you.,BogeyBの最高峰のアプローチウェッジ。プロにはしてくれないが、決して裏切らない。
club_swedge_bogeyb_common,S.Wedge BogeyB,S.Wedge,Common,BogeyB,14,25,38,36,66,86,37.4,26.5,9212,95,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,10,39,BogeyB's entry-level sand wedge won't make you a pro — but it will never quit on you.,BogeyBの入門用サンドウェッジ。プロにはしてくれないが、決して裏切らない。
club_swedge_bogeyb_uncommon,S.Wedge BogeyB,S.Wedge,Uncommon,BogeyB,18,32,49,46,77,92,38.7,26.5,9408,101,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,40,79,BogeyB's step-up sand wedge won't make you a pro — but it will never quit on you.,BogeyBの上位モデルのサンドウェッジ。プロにはしてくれないが、決して裏切らない。
club_swedge_bogeyb_rare,S.Wedge BogeyB,S.Wedge,Rare,BogeyB,22,39,60,56,88,97,39.9,26.5,9604,107,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,80,119,BogeyB's refined sand wedge won't make you a pro — but it will never quit on you.,BogeyBの洗練されたサンドウェッジ。プロにはしてくれないが、決して裏切らない。
club_swedge_bogeyb_mythic,S.Wedge BogeyB,S.Wedge,Mythic,BogeyB,26,46,70,66,99,103,41.2,26.5,9800,113,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,120,159,BogeyB's elite sand wedge won't make you a pro — but it will never quit on you.,BogeyBのエリート級のサンドウェッジ。プロにはしてくれないが、決して裏切らない。
club_swedge_bogeyb_legendary,S.Wedge BogeyB,S.Wedge,Legendary,BogeyB,29,52,80,76,110,107,42.2,26.5,9996,118,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,160,199,BogeyB's masterwork sand wedge won't make you a pro — but it will never quit on you.,BogeyBの傑作級のサンドウェッジ。プロにはしてくれないが、決して裏切らない。
club_swedge_bogeyb_supreme,S.Wedge BogeyB,S.Wedge,Supreme,BogeyB,33,59,91,86,120,113,43.5,26.5,10192,124,S_Menu_Wedge_BOGEYB,Wedge-Bogeyb,S_Controls_Wedge_BOGEYB,200,239,BogeyB's flagship sand wedge won't make you a pro — but it will never quit on you.,BogeyBの最高峰のサンドウェッジ。プロにはしてくれないが、決して裏切らない。
club_putter_bogeyb_common,Putter BogeyB,Putter,Common,BogeyB,17,42,18,3,66,30,5.0,5.0,0,30,S_Menu_Putter_BOGEYB,Putter-Bogeyb,S_Controls_Putter_BOGEYB,10,39,BogeyB's entry-level putter won't make you a pro — but it will never quit on you.,BogeyBの入門用パター。プロにはしてくれないが、決して裏切らない。
club_putter_bogeyb_uncommon,Putter BogeyB,Putter,Uncommon,BogeyB,21,53,22,4,77,30,5.0,5.0,0,30,S_Menu_Putter_BOGEYB,Putter-Bogeyb,S_Controls_Putter_BOGEYB,40,79,BogeyB's step-up putter won't make you a pro — but it will never quit on you.,BogeyBの上位モデルのパター。プロにはしてくれないが、決して裏切らない。
club_putter_bogeyb_rare,Putter BogeyB,Putter,Rare,BogeyB,26,65,27,4,88,30,5.0,5.0,0,30,S_Menu_Putter_BOGEYB,Putter-Bogeyb,S_Controls_Putter_BOGEYB,80,119,BogeyB's refined putter won't make you a pro — but it will never quit on you.,BogeyBの洗練されたパター。プロにはしてくれないが、決して裏切らない。
club_putter_bogeyb_mythic,Putter BogeyB,Putter,Mythic,BogeyB,30,76,32,5,99,30,5.0,5.0,0,30,S_Menu_Putter_BOGEYB,Putter-Bogeyb,S_Controls_Putter_BOGEYB,120,159,BogeyB's elite putter won't make you a pro — but it will never quit on you.,BogeyBのエリート級のパター。プロにはしてくれないが、決して裏切らない。
club_putter_bogeyb_legendary,Putter BogeyB,Putter,Legendary,BogeyB,35,87,37,6,110,30,5.0,5.0,0,30,S_Menu_Putter_BOGEYB,Putter-Bogeyb,S_Controls_Putter_BOGEYB,160,199,BogeyB's masterwork putter won't make you a pro — but it will never quit on you.,BogeyBの傑作級のパター。プロにはしてくれないが、決して裏切らない。
club_putter_bogeyb_supreme,Putter BogeyB,Putter,Supreme,BogeyB,40,99,42,6,120,30,5.0,5.0,0,30,S_Menu_Putter_BOGEYB,Putter-Bogeyb,S_Controls_Putter_BOGEYB,200,239,BogeyB's flagship putter won't make you a pro — but it will never quit on you.,BogeyBの最高峰のパター。プロにはしてくれないが、決して裏切らない。
club_driver_fairwaythreads_common,Driver Fairway THREADS,Driver,Common,Fairway THREADS,47,22,6,7,60,228,69.8,10.9,2525,250,S_Menu_Driver_FAIRWAY,Driver-FairwayThreads,S_Controls_Driver_FAIRWAY,10,39,"Fairway THREADS' entry-level driver — stitched style, honest performance.",Fairway THREADSの入門用ドライバー。スタイルと実力を織り込んだ一本。
club_driver_fairwaythreads_uncommon,Driver Fairway THREADS,Driver,Uncommon,Fairway THREADS,59,28,8,9,70,238,72.3,10.9,2579,262,S_Menu_Driver_FAIRWAY,Driver-FairwayThreads,S_Controls_Driver_FAIRWAY,40,79,"Fairway THREADS' step-up driver — stitched style, honest performance.",Fairway THREADSの上位モデルのドライバー。スタイルと実力を織り込んだ一本。
club_driver_fairwaythreads_rare,Driver Fairway THREADS,Driver,Rare,Fairway THREADS,72,34,9,11,80,250,75.0,10.9,2632,275,S_Menu_Driver_FAIRWAY,Driver-FairwayThreads,S_Controls_Driver_FAIRWAY,80,119,"Fairway THREADS' refined driver — stitched style, honest performance.",Fairway THREADSの洗練されたドライバー。スタイルと実力を織り込んだ一本。
club_driver_fairwaythreads_mythic,Driver Fairway THREADS,Driver,Mythic,Fairway THREADS,85,40,11,13,90,261,77.5,10.9,2686,287,S_Menu_Driver_FAIRWAY,Driver-FairwayThreads,S_Controls_Driver_FAIRWAY,120,159,"Fairway THREADS' elite driver — stitched style, honest performance.",Fairway THREADSのエリート級のドライバー。スタイルと実力を織り込んだ一本。
club_driver_fairwaythreads_legendary,Driver Fairway THREADS,Driver,Legendary,Fairway THREADS,98,46,13,15,100,271,79.8,10.9,2740,298,S_Menu_Driver_FAIRWAY,Driver-FairwayThreads,S_Controls_Driver_FAIRWAY,160,199,"Fairway THREADS' masterwork driver — stitched style, honest performance.",Fairway THREADSの傑作級のドライバー。スタイルと実力を織り込んだ一本。
club_driver_fairwaythreads_supreme,Driver Fairway THREADS,Driver,Supreme,Fairway THREADS,110,52,14,17,120,282,82.3,10.9,2793,310,S_Menu_Driver_FAIRWAY,Driver-FairwayThreads,S_Controls_Driver_FAIRWAY,200,239,"Fairway THREADS' flagship driver — stitched style, honest performance.",Fairway THREADSの最高峰のドライバー。スタイルと実力を織り込んだ一本。
club_wood_fairwaythreads_common,Wood Fairway THREADS,Wood,Common,Fairway THREADS,41,25,7,9,60,202,66.2,9.2,3436,222,S_Menu_Wood_FAIRWAY,Wood-FairwayThreads,S_Controls_Wood_FAIRWAY,10,39,"Fairway THREADS' entry-level fairway wood — stitched style, honest performance.",Fairway THREADSの入門用ウッド。スタイルと実力を織り込んだ一本。
club_wood_fairwaythreads_uncommon,Wood Fairway THREADS,Wood,Uncommon,Fairway THREADS,52,32,9,11,70,211,68.3,9.2,3509,232,S_Menu_Wood_FAIRWAY,Wood-FairwayThreads,S_Controls_Wood_FAIRWAY,40,79,"Fairway THREADS' step-up fairway wood — stitched style, honest performance.",Fairway THREADSの上位モデルのウッド。スタイルと実力を織り込んだ一本。
club_wood_fairwaythreads_rare,Wood Fairway THREADS,Wood,Rare,Fairway THREADS,64,38,11,14,80,221,70.6,9.2,3582,243,S_Menu_Wood_FAIRWAY,Wood-FairwayThreads,S_Controls_Wood_FAIRWAY,80,119,"Fairway THREADS' refined fairway wood — stitched style, honest performance.",Fairway THREADSの洗練されたウッド。スタイルと実力を織り込んだ一本。
club_wood_fairwaythreads_mythic,Wood Fairway THREADS,Wood,Mythic,Fairway THREADS,75,45,13,16,90,230,72.7,9.2,3655,253,S_Menu_Wood_FAIRWAY,Wood-FairwayThreads,S_Controls_Wood_FAIRWAY,120,159,"Fairway THREADS' elite fairway wood — stitched style, honest performance.",Fairway THREADSのエリート級のウッド。スタイルと実力を織り込んだ一本。
club_wood_fairwaythreads_legendary,Wood Fairway THREADS,Wood,Legendary,Fairway THREADS,86,52,15,18,100,239,74.8,9.2,3728,263,S_Menu_Wood_FAIRWAY,Wood-FairwayThreads,S_Controls_Wood_FAIRWAY,160,199,"Fairway THREADS' masterwork fairway wood — stitched style, honest performance.",Fairway THREADSの傑作級のウッド。スタイルと実力を織り込んだ一本。
club_wood_fairwaythreads_supreme,Wood Fairway THREADS,Wood,Supreme,Fairway THREADS,98,59,17,21,120,248,76.9,9.2,3801,273,S_Menu_Wood_FAIRWAY,Wood-FairwayThreads,S_Controls_Wood_FAIRWAY,200,239,"Fairway THREADS' flagship fairway wood — stitched style, honest performance.",Fairway THREADSの最高峰のウッド。スタイルと実力を織り込んだ一本。
club_iron_fairwaythreads_common,Iron 7 Fairway THREADS,Iron,Common,Fairway THREADS,36,32,12,15,60,141,49.0,16.3,6671,155,S_Menu_Iron_FAIRWAY,Iron-FairwayThreads,S_Controls_Iron_FAIRWAY,10,39,"Fairway THREADS' entry-level 7-iron — stitched style, honest performance.",Fairway THREADSの入門用アイアン。スタイルと実力を織り込んだ一本。
club_iron_fairwaythreads_uncommon,Iron 7 Fairway THREADS,Iron,Uncommon,Fairway THREADS,46,40,15,19,70,148,50.6,16.3,6813,163,S_Menu_Iron_FAIRWAY,Iron-FairwayThreads,S_Controls_Iron_FAIRWAY,40,79,"Fairway THREADS' step-up 7-iron — stitched style, honest performance.",Fairway THREADSの上位モデルのアイアン。スタイルと実力を織り込んだ一本。
club_iron_fairwaythreads_rare,Iron 7 Fairway THREADS,Iron,Rare,Fairway THREADS,55,49,19,23,80,157,52.5,16.3,6955,172,S_Menu_Iron_FAIRWAY,Iron-FairwayThreads,S_Controls_Iron_FAIRWAY,80,119,"Fairway THREADS' refined 7-iron — stitched style, honest performance.",Fairway THREADSの洗練されたアイアン。スタイルと実力を織り込んだ一本。
club_iron_fairwaythreads_mythic,Iron 7 Fairway THREADS,Iron,Mythic,Fairway THREADS,65,58,22,27,90,164,54.2,16.3,7097,180,S_Menu_Iron_FAIRWAY,Iron-FairwayThreads,S_Controls_Iron_FAIRWAY,120,159,"Fairway THREADS' elite 7-iron — stitched style, honest performance.",Fairway THREADSのエリート級のアイアン。スタイルと実力を織り込んだ一本。
club_iron_fairwaythreads_legendary,Iron 7 Fairway THREADS,Iron,Legendary,Fairway THREADS,75,66,25,31,100,171,55.8,16.3,7239,188,S_Menu_Iron_FAIRWAY,Iron-FairwayThreads,S_Controls_Iron_FAIRWAY,160,199,"Fairway THREADS' masterwork 7-iron — stitched style, honest performance.",Fairway THREADSの傑作級のアイアン。スタイルと実力を織り込んだ一本。
club_iron_fairwaythreads_supreme,Iron 7 Fairway THREADS,Iron,Supreme,Fairway THREADS,84,75,29,35,120,178,57.5,16.3,7381,196,S_Menu_Iron_FAIRWAY,Iron-FairwayThreads,S_Controls_Iron_FAIRWAY,200,239,"Fairway THREADS' flagship 7-iron — stitched style, honest performance.",Fairway THREADSの最高峰のアイアン。スタイルと実力を織り込んだ一本。
club_pwedge_fairwaythreads_common,P.Wedge Fairway THREADS,P.Wedge,Common,Fairway THREADS,25,35,26,26,60,115,43.9,22.0,8272,126,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,10,39,"Fairway THREADS' entry-level pitching wedge — stitched style, honest performance.",Fairway THREADSの入門用ピッチングウェッジ。スタイルと実力を織り込んだ一本。
club_pwedge_fairwaythreads_uncommon,P.Wedge Fairway THREADS,P.Wedge,Uncommon,Fairway THREADS,31,44,34,34,70,121,45.4,22.0,8448,133,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,40,79,"Fairway THREADS' step-up pitching wedge — stitched style, honest performance.",Fairway THREADSの上位モデルのピッチングウェッジ。スタイルと実力を織り込んだ一本。
club_pwedge_fairwaythreads_rare,P.Wedge Fairway THREADS,P.Wedge,Rare,Fairway THREADS,38,54,41,41,80,127,46.8,22.0,8624,140,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,80,119,"Fairway THREADS' refined pitching wedge — stitched style, honest performance.",Fairway THREADSの洗練されたピッチングウェッジ。スタイルと実力を織り込んだ一本。
club_pwedge_fairwaythreads_mythic,P.Wedge Fairway THREADS,P.Wedge,Mythic,Fairway THREADS,45,63,48,48,90,133,48.1,22.0,8800,146,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,120,159,"Fairway THREADS' elite pitching wedge — stitched style, honest performance.",Fairway THREADSのエリート級のピッチングウェッジ。スタイルと実力を織り込んだ一本。
club_pwedge_fairwaythreads_legendary,P.Wedge Fairway THREADS,P.Wedge,Legendary,Fairway THREADS,52,72,55,55,100,138,49.3,22.0,8976,152,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,160,199,"Fairway THREADS' masterwork pitching wedge — stitched style, honest performance.",Fairway THREADSの傑作級のピッチングウェッジ。スタイルと実力を織り込んだ一本。
club_pwedge_fairwaythreads_supreme,P.Wedge Fairway THREADS,P.Wedge,Supreme,Fairway THREADS,58,82,62,62,120,144,50.6,22.0,9152,158,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,200,239,"Fairway THREADS' flagship pitching wedge — stitched style, honest performance.",Fairway THREADSの最高峰のピッチングウェッジ。スタイルと実力を織り込んだ一本。
club_awedge_fairwaythreads_common,A.Wedge Fairway THREADS,A.Wedge,Common,Fairway THREADS,18,32,33,32,60,102,41.0,24.0,8742,112,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,10,39,"Fairway THREADS' entry-level approach wedge — stitched style, honest performance.",Fairway THREADSの入門用アプローチウェッジ。スタイルと実力を織り込んだ一本。
club_awedge_fairwaythreads_uncommon,A.Wedge Fairway THREADS,A.Wedge,Uncommon,Fairway THREADS,23,40,42,41,70,107,42.2,24.0,8928,118,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,40,79,"Fairway THREADS' step-up approach wedge — stitched style, honest performance.",Fairway THREADSの上位モデルのアプローチウェッジ。スタイルと実力を織り込んだ一本。
club_awedge_fairwaythreads_rare,A.Wedge Fairway THREADS,A.Wedge,Rare,Fairway THREADS,28,49,51,49,80,113,43.5,24.0,9114,124,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,80,119,"Fairway THREADS' refined approach wedge — stitched style, honest performance.",Fairway THREADSの洗練されたアプローチウェッジ。スタイルと実力を織り込んだ一本。
club_awedge_fairwaythreads_mythic,A.Wedge Fairway THREADS,A.Wedge,Mythic,Fairway THREADS,33,58,60,58,90,118,44.7,24.0,9300,130,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,120,159,"Fairway THREADS' elite approach wedge — stitched style, honest performance.",Fairway THREADSのエリート級のアプローチウェッジ。スタイルと実力を織り込んだ一本。
club_awedge_fairwaythreads_legendary,A.Wedge Fairway THREADS,A.Wedge,Legendary,Fairway THREADS,38,66,69,67,100,124,46.0,24.0,9486,136,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,160,199,"Fairway THREADS' masterwork approach wedge — stitched style, honest performance.",Fairway THREADSの傑作級のアプローチウェッジ。スタイルと実力を織り込んだ一本。
club_awedge_fairwaythreads_supreme,A.Wedge Fairway THREADS,A.Wedge,Supreme,Fairway THREADS,43,75,78,75,120,129,47.3,24.0,9672,142,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,200,239,"Fairway THREADS' flagship approach wedge — stitched style, honest performance.",Fairway THREADSの最高峰のアプローチウェッジ。スタイルと実力を織り込んだ一本。
club_swedge_fairwaythreads_common,S.Wedge Fairway THREADS,S.Wedge,Common,Fairway THREADS,15,28,38,36,60,89,38.1,26.5,9212,98,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,10,39,"Fairway THREADS' entry-level sand wedge — stitched style, honest performance.",Fairway THREADSの入門用サンドウェッジ。スタイルと実力を織り込んだ一本。
club_swedge_fairwaythreads_uncommon,S.Wedge Fairway THREADS,S.Wedge,Uncommon,Fairway THREADS,19,35,49,46,70,95,39.3,26.5,9408,104,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,40,79,"Fairway THREADS' step-up sand wedge — stitched style, honest performance.",Fairway THREADSの上位モデルのサンドウェッジ。スタイルと実力を織り込んだ一本。
club_swedge_fairwaythreads_rare,S.Wedge Fairway THREADS,S.Wedge,Rare,Fairway THREADS,23,43,60,56,80,100,40.6,26.5,9604,110,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,80,119,"Fairway THREADS' refined sand wedge — stitched style, honest performance.",Fairway THREADSの洗練されたサンドウェッジ。スタイルと実力を織り込んだ一本。
club_swedge_fairwaythreads_mythic,S.Wedge Fairway THREADS,S.Wedge,Mythic,Fairway THREADS,27,50,70,66,90,106,41.8,26.5,9800,116,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,120,159,"Fairway THREADS' elite sand wedge — stitched style, honest performance.",Fairway THREADSのエリート級のサンドウェッジ。スタイルと実力を織り込んだ一本。
club_swedge_fairwaythreads_legendary,S.Wedge Fairway THREADS,S.Wedge,Legendary,Fairway THREADS,31,58,80,76,100,111,43.1,26.5,9996,122,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,160,199,"Fairway THREADS' masterwork sand wedge — stitched style, honest performance.",Fairway THREADSの傑作級のサンドウェッジ。スタイルと実力を織り込んだ一本。
club_swedge_fairwaythreads_supreme,S.Wedge Fairway THREADS,S.Wedge,Supreme,Fairway THREADS,35,66,91,86,120,116,44.3,26.5,10192,128,S_Menu_Wedge_FAIRWAY,Wedge-FairwayThreads,S_Controls_Wedge_FAIRWAY,200,239,"Fairway THREADS' flagship sand wedge — stitched style, honest performance.",Fairway THREADSの最高峰のサンドウェッジ。スタイルと実力を織り込んだ一本。
club_putter_fairwaythreads_common,Putter Fairway THREADS,Putter,Common,Fairway THREADS,18,46,18,3,60,30,5.0,5.0,0,30,S_Menu_Putter_FAIRWAY,Putter-FairwayThreads,S_Controls_Putter_FAIRWAY,10,39,"Fairway THREADS' entry-level putter — stitched style, honest performance.",Fairway THREADSの入門用パター。スタイルと実力を織り込んだ一本。
